roman,burmese,rank,source
rine,ရိုင်း,60,reverse-only
rine,ရိုင်းန်,60,reverse-only
ris,ရစ္စ,60,reverse-only
rit,ရာဇ်,60,reverse-only
roi,ရွိုင်,60,reverse-only
s,အက်စ်,60,reverse-only
sa,စ,60,reverse-only
sa,ဆ,60,reverse-only
sae,စဲ,60,reverse-only
sain,စိမ်,60,reverse-only
sain,စိမ်း,60,reverse-only
sain,ဆိန်း,60,reverse-only
san,စန်,60,reverse-only
san,စန်း,60,reverse-only
san,စမ်း,60,reverse-only
san,ဆန်,60,reverse-only
san,ဆန်း,60,reverse-only
sanda,စန္ဒ,60,reverse-only
sanda,ဆန္ဒ,60,reverse-only
sar,စာ,60,reverse-only
sar,ဆား,60,reverse-only
sar,ဆားရ်,60,reverse-only
sat,စက်,60,reverse-only
saung,ဆောင်,60,reverse-only
saw,စောမ်,60,reverse-only
saw,စောလ်,60,reverse-only
saw,စော်,60,reverse-only
saw,ဆော်,60,reverse-only
say,စေ,60,reverse-only
say,ဆေး,60,reverse-only
see,စည်း,60,reverse-only
see,စီး,60,reverse-only
see,ဆီး,60,reverse-only
sha,သျှ,60,reverse-only
shal,ရှဲ,60,reverse-only
shal,ရှဲလ်,60,reverse-only
shan,ရှန်,60,reverse-only
shan,ရှန်း,60,reverse-only
shan,ရှမ်,60,reverse-only
shan,ရှမ်း,60,reverse-only
shan,ရှဲမ်း,60,reverse-only
shan,သျှန်,60,reverse-only
shan,သျှန်း,60,reverse-only
shan,သျှမ်,60,reverse-only
shan,သျှမ်း,60,reverse-only
shan,သျှံ,60,reverse-only
shane,ရှိမ်း,60,reverse-only
shar,ရှာ,60,reverse-only
shar,ရှား,60,reverse-only
shar,လျှား,60,reverse-only
shi,ရှိ,60,reverse-only
shin,ယှဉ်,60,reverse-only
shin,ရှင်,60,reverse-only
shin,သျှင်,60,reverse-only
shin,သျှင်း,60,reverse-only
shine,ရှိုင်းန်း,60,reverse-only
sho,လျှို,60,reverse-only
shon,ရွန်း,60,reverse-only
shune,သျွှန်း,60,reverse-only
si,စိ,60,reverse-only
si,စီ,60,reverse-only
si,ဆီ,60,reverse-only
sin,စင်း,60,reverse-only
sin,စဉ်,60,reverse-only
sin,ဆင်,60,reverse-only
sint,စဉ့်,60,reverse-only
so,စို,60,reverse-only
soe,ဆိုး,60,reverse-only
sone,ဆုန်,60,reverse-only
sone,ဆုန်း,60,reverse-only
sone,ဆုံး,60,reverse-only
su,စူ,60,reverse-only
su,ဆု,60,reverse-only
su,ဆူ,60,reverse-only
sue,စူး,60,reverse-only
swal,စွယ်,60,reverse-only
swal,ဆွယ်,60,reverse-only
swan,စွမ်,60,reverse-only
swan,ဆွမ်း,60,reverse-only
swon,စွန်,60,reverse-only
swon,ဆွန်,60,reverse-only
ta,တံ,60,reverse-only
tain,တိမ်,60,reverse-only
tan,တန်း,60,reverse-only
tant,တန့်,60,reverse-only
tar,တား,60,reverse-only
taung,တောင်း,60,reverse-only
taw,တော,60,reverse-only
tay,တေး,60,reverse-only
te,တေ့,60,reverse-only
tee,တီလ်,60,reverse-only
tha,ဿ,60,reverse-only
thadar,သဒ္ဓါ,60,reverse-only
thae,သည်း,60,reverse-only
thae,ဿဲ,60,reverse-only
than,သန်,60,reverse-only
than,သံ,60,reverse-only
than,ဿဏ်,60,reverse-only
than,ဿန်,60,reverse-only
than,ဿန်း,60,reverse-only
thanda,သန္ဒာ,60,reverse-only
thar,သား,60,reverse-only
thar,ဿာ,60,reverse-only
thaung,သောင်,60,reverse-only
thaw,သော,60,reverse-only
thein,သိဏ်း,60,reverse-only
thein,သိမ်,60,reverse-only
thein,သိမ်း,60,reverse-only
thet,သတ်,60,reverse-only
thi,သိ,60,reverse-only
thi,ဿီ,60,reverse-only
thin,သင်,60,reverse-only
thinzar,သဉ္ဇာ,60,reverse-only
thone,သုံး,60,reverse-only
thu,သု,60,reverse-only
thwat,သော့ခ်,60,reverse-only
ti,တည်,60,reverse-only
ti,တိ,60,reverse-only
tin,တင်း,60,reverse-only
toke,တုပ်,60,reverse-only
tone,တုန်း,60,reverse-only
tone,တုံ,60,reverse-only
tone,တုံး,60,reverse-only
twal,တွဲ,60,reverse-only
tway,တွေး,60,reverse-only
va,ဗာ,60,reverse-only
wah,ဝါလ်,60,reverse-only
wah,ဝါး,60,reverse-only
wan,ဝဏ်,60,reverse-only
wan,ဝမ်,60,reverse-only
wan,ဝံ,60,reverse-only
wi,ဝိ,60,reverse-only
win,ဝင်,60,reverse-only
wine,ဝိုင်,60,reverse-only
won,ဝန်,60,reverse-only
ya,ယ,60,reverse-only
ya,ယျ,60,reverse-only
yae,ရေး,60,reverse-only
yain,ယိန်း,60,reverse-only
yaine,ယိင်း,60,reverse-only
yal,ယယ်,60,reverse-only
yan,ယန်,60,reverse-only
yan,ယာန်,60,reverse-only
yan,ယျန်,60,reverse-only
yan,ရန်,60,reverse-only
yan,ရံ,60,reverse-only
yar,ယာ,60,reverse-only
yar,ရာ,60,reverse-only
yar,ရား,60,reverse-only
yat,ယတ်,60,reverse-only
yaung,ယောင်,60,reverse-only
yaung,ရောင်းန်,60,reverse-only
yaw,ယော,60,reverse-only
yee,ရီ,60,reverse-only
yein,ယိမ်း,60,reverse-only
yin,ယဉ်း,60,reverse-only
yin,ရင်,60,reverse-only
yo,ယို,60,reverse-only
yone,ယုန်,60,reverse-only
yone,ရုဏ်,60,reverse-only
yone,ရုဏ်း,60,reverse-only
yone,ရုန်း,60,reverse-only
yone,ရုံး,60,reverse-only
yote,ရုတ်စ်,60,reverse-only
yu,ယူ,60,reverse-only
yu,ရူ,60,reverse-only
za,ဇ,60,reverse-only
zam,ဇမ်,60,reverse-only
zan,ဇန်,60,reverse-only
zan,ဈာန်,60,reverse-only
zar,ဇာရ်,60,reverse-only
zaung,ဇောင်း,60,reverse-only
zi,ဇိ,60,reverse-only
zin,ဇဉ်,60,reverse-only
zone,ဇုံ,60,reverse-only
